110;3494.00;10.07;1472.00;big
110;3525.00;11.95;1527.00;big
111;3631.00;12.45;1606.00;big
111;3568.00;11.73;1584.00;big
112;3459.00;12.05;1619.00;big
112;3411.00;11.70;1646.00;big
113;3351.00;10.98;1573.00;big
113;3436.00;10.95;1540.00;big
115;3500.00;10.53;1608.00;big
115;3491.00;12.93;1688.00;big
116;3356.00;11.25;1672.00;big
116;3318.00;11.40;1639.00;big
117;3413.00;11.32;1701.00;big
117;3343.00;11.93;1743.00;big
118;3505.00;12.80;1760.00;big
118;3427.00;12.80;1756.00;big
119;3455.00;11.15;1849.00;big
119;3366.00;10.62;1835.00;big
120;3327.00;10.10;1925.00;big
120;3402.00;10.75;1928.00;big
121;3621.00;12.57;1688.00;big
121;3563.00;10.65;1675.00;big
122;3788.00;11.00;1668.00;big
122;3703.00;12.00;1661.00;big
123;3725.00;13.15;1794.00;big
123;3656.00;10.60;1757.00;big
124;3530.00;10.75;1847.00;big
124;3581.00;12.05;1785.00;big
125;3528.00;9.80;1927.00;big
125;3610.00;9.80;1960.00;big
126;3681.00;10.18;1985.00;big
126;3822.00;10.85;1997.00;big
127;4031.00;12.10;1984.00;big
127;4210.00;10.80;1979.00;big
128;4407.00;12.73;1993.00;big
128;4673.00;9.98;1986.00;big
129;4459.00;12.45;1861.00;big
129;4601.00;12.23;1819.00;big
130;4170.00;11.00;1893.00;big
130;4102.00;11.38;1818.00;big
131;4271.00;10.28;1798.00;big
131;4383.00;10.75;1716.00;big
132;4194.00;11.90;1648.00;big
132;4277.00;11.95;1630.00;big
133;4048.00;9.90;1603.00;big
133;3989.00;10.53;1545.00;big
134;4325.00;10.95;1552.00;big
134;4404.00;12.38;1609.00;big
135;4052.00;11.57;1468.00;big
135;4183.00;11.38;1498.00;big
136;3806.00;12.05;1487.00;big
136;3917.00;11.80;1477.00;big
137;3741.00;12.35;1576.00;big
137;3888.00;11.10;1593.00;big
138;3967.00;10.75;1734.00;big
138;3879.00;11.62;1855.00;big
139;2497.00;9.85;1108.00;big
139;2656.00;10.40;1177.00;big
140;4492.00;10.12;1364.00;big
140;4539.00;10.35;1427.00;big
141;4528.00;10.12;1565.00;big
141;4454.00;11.45;1485.00;big
142;4496.00;11.07;1728.00;big
142;4565.00;10.80;1677.00;big
143;4727.00;9.93;1793.00;big
143;4831.00;10.20;1824.00;big
144;5148.00;10.07;1953.00;big
144;4957.00;11.95;1934.00;big
145;4818.00;9.90;1454.00;big
145;4952.00;10.00;1665.00;big
146;5493.00;9.50;1903.00;big
146;5297.00;9.50;1692.00;big
148;4971.00;9.50;1452.00;big
148;4772.00;9.50;1647.00;big
149;4140.00;9.57;1265.00;big
149;3791.00;9.50;1197.00;big
150;4026.00;9.70;975.00;big
150;4245.00;9.80;1004.00;big
151;4369.00;11.00;1137.00;big
151;4454.00;9.90;1067.00;big
152;4826.00;9.50;1186.00;big
152;4616.00;9.50;1214.00;big
153;4751.00;9.50;882.00;big
153;4548.00;9.80;695.00;big
154;4462.00;9.78;537.00;big
154;4663.00;9.75;328.00;big
155;3958.00;9.50;636.00;big
155;3974.00;9.50;461.00;big
156;4964.00;9.78;528.00;big
156;4815.00;9.80;561.00;big
157;4952.00;9.80;232.00;big
157;4624.00;9.50;192.00;big
158;4097.00;9.50;55.00;big
158;4328.00;9.50;266.00;big
159;3763.00;9.50;387.00;big
159;3739.00;9.80;129.00;big
160;3745.00;9.50;804.00;big
160;3679.00;9.50;646.00;big
161;3433.00;9.50;493.00;big
161;3281.00;9.50;90.00;big
162;3130.00;9.50;954.00;big
162;3361.00;9.50;750.00;big
163;2743.00;9.50;505.00;big
163;3008.00;9.50;644.00;big
164;4142.00;9.90;767.00;big
164;4035.00;10.10;744.00;big
165;4301.00;10.90;758.00;big
165;4230.00;10.15;729.00;big
166;4412.00;11.18;773.00;big
166;4362.00;10.70;720.00;big
167;4476.00;10.20;821.00;big
167;4504.00;10.20;870.00;big
168;4540.00;9.80;952.00;big
168;4634.00;10.82;957.00;big
169;2625.00;9.50;286.00;big
169;2849.00;9.50;36.00;big
170;2434.00;9.53;515.00;big
170;2337.00;9.50;208.00;big
171;1424.00;9.50;68.00;big
171;1953.00;9.50;237.00;big
172;1797.00;9.50;540.00;big
172;1989.00;9.50;750.00;big
173;5514.00;9.50;509.00;big
173;5369.00;9.50;207.00;big
174;5336.00;9.50;818.00;big
174;5483.00;9.50;1394.00;big
175;365.00;9.50;1904.00;big
175;90.00;9.50;1696.00;big
176;641.00;9.50;1251.00;big
176;214.00;9.50;1077.00;big
177;155.00;9.50;490.00;big
177;229.00;9.50;769.00;big
178;168.00;9.50;141.00;big
178;373.00;9.50;374.00;big
179;582.00;9.50;408.00;big
179;496.00;9.50;564.00;big
180;845.00;9.50;274.00;big
180;1095.00;9.50;463.00;big
181;1002.00;9.50;125.00;big
181;674.00;9.53;142.00;big
182;1232.00;9.50;253.00;big
182;1485.00;9.50;372.00;big
183;1242.00;9.50;915.00;big
183;1277.00;9.50;703.00;big
184;1420.00;9.50;1428.00;big
184;1107.00;9.50;1352.00;big
185;2837.00;9.50;1336.00;big
185;2746.00;9.50;1331.00;big
186;1243.00;9.50;1928.00;big
186;1042.00;9.50;1911.00;big
188;2691.00;9.50;1249.00;big
188;2259.00;9.50;1173.00;big
189;2194.00;9.50;1404.00;big
189;2332.00;9.50;1602.00;big
190;2329.00;9.50;1798.00;big
190;2712.00;9.50;1927.00;big
191;3123.00;9.70;2022.00;big
191;3175.00;9.98;1897.00;big
192;3477.00;9.50;1992.00;big
192;3334.00;9.50;2005.00;big
193;4639.00;9.90;1447.00;big
193;4637.00;9.90;1523.00;big
194;2141.00;9.85;279.00;big
194;2113.00;9.90;347.00;big
